"State","Year","Deaths","Crude_Rate","PCT_of_Total_Deaths","Multiple_Cause_of_death"
"New Mexico",2009,22,1.4,0,"Methadone"
"New Mexico",2009,23,1.5,0,"Other synthetic narcotics"
"New Mexico",2009,213,14,0,"All Opioids"
"New Mexico",2010,21,1.4,0,"Heroin"
"New Mexico",2010,117,7.6,0,"Other opioids"
"New Mexico",2010,26,1.7,0,"Methadone"
"New Mexico",2010,22,1.4,0,"Other synthetic narcotics"
"New Mexico",2010,186,12.1,0,"All Opioids"
"New Mexico",2011,68,4.4,0,"Heroin"
"New Mexico",2011,133,8.5,0,"Other opioids"
"New Mexico",2011,32,2,0,"Methadone"
"New Mexico",2011,21,1.3,0,"Other synthetic narcotics"
"New Mexico",2011,254,16.2,0,"All Opioids"
"New Mexico",2012,105,6.7,0,"Heroin"
"New Mexico",2012,192,12.2,0.1,"Other opioids"
"New Mexico",2012,37,2.4,0,"Methadone"
"New Mexico",2012,37,2.4,0,"Other synthetic narcotics"
"New Mexico",2012,371,23.7,0.1,"All Opioids"
"New Mexico",2013,90,5.7,0,"Heroin"
"New Mexico",2013,226,14.3,0.1,"Other opioids"
"New Mexico",2013,32,2,0,"Methadone"
"New Mexico",2013,26,1.6,0,"Other synthetic narcotics"
"New Mexico",2013,374,23.6,0.1,"All Opioids"
"New Mexico",2014,145,9.2,0,"Heroin"
"New Mexico",2014,228,14.4,0.1,"Other opioids"
"New Mexico",2014,46,2.9,0,"Methadone"
"New Mexico",2014,68,4.3,0,"Other synthetic narcotics"
"New Mexico",2014,487,30.8,0.1,"All Opioids"
"New Mexico",2015,159,10,0.1,"Heroin"
"New Mexico",2015,177,11.1,0.1,"Other opioids"
"New Mexico",2015,34,2.1,0,"Methadone"
"New Mexico",2015,48,3,0,"Other synthetic narcotics"
"New Mexico",2015,418,26.2,0.2,"All Opioids"
"New Jersey",2000,215,3.4,0.1,"Heroin"
"New Jersey",2000,78,1.2,0,"Other opioids"
"New Jersey",2000,18,NA,0,"Methadone"
"New Jersey",2000,19,NA,0,"Other synthetic narcotics"
"New Jersey",2000,330,4.6,0.1,"All Opioids"
"New Jersey",2001,206,3.2,0.1,"Heroin"
"New Jersey",2001,97,1.5,0,"Other opioids"
"New Jersey",2001,29,0.5,0,"Methadone"
"New Jersey",2001,35,0.5,0,"Other synthetic narcotics"
"New Jersey",2001,367,5.7,0.1,"All Opioids"
"New Jersey",2002,244,3.8,0.1,"Heroin"
"New Jersey",2002,98,1.5,0,"Other opioids"
"New Jersey",2002,49,0.8,0,"Methadone"
"New Jersey",2002,30,0.5,0,"Other synthetic narcotics"
"New Jersey",2002,421,6.6,0.1,"All Opioids"
"New Jersey",2003,222,3.4,0.1,"Heroin"
"New Jersey",2003,119,1.8,0,"Other opioids"
"New Jersey",2003,55,0.8,0,"Methadone"
"New Jersey",2003,31,0.5,0,"Other synthetic narcotics"
"New Jersey",2003,427,6.5,0.1,"All Opioids"
"New Jersey",2004,120,1.8,0,"Heroin"
"New Jersey",2004,89,1.4,0,"Other opioids"
"New Jersey",2004,50,0.8,0,"Methadone"
"New Jersey",2004,23,0.4,0,"Other synthetic narcotics"
"New Jersey",2004,282,4.4,0,"All Opioids"
"New Jersey",2005,173,2.6,0.1,"Heroin"
"New Jersey",2005,131,2,0,"Other opioids"
"New Jersey",2005,78,1.2,0,"Methadone"
"New Jersey",2005,23,0.4,0,"Other synthetic narcotics"
"New Jersey",2005,405,6.2,0.1,"All Opioids"
"New Jersey",2006,105,1.6,0,"Heroin"
"New Jersey",2006,141,2.2,0,"Other opioids"
"New Jersey",2006,74,1.1,0,"Methadone"
"New Jersey",2006,39,0.6,0,"Other synthetic narcotics"
"New Jersey",2006,359,5.5,0,"All Opioids"
"New Jersey",2007,104,1.6,0,"Heroin"
"New Jersey",2007,137,2.1,0,"Other opioids"
"New Jersey",2007,80,1.2,0,"Methadone"
"New Jersey",2007,34,0.5,0,"Other synthetic narcotics"
"New Jersey",2007,355,5.4,0,"All Opioids"
"New Jersey",2008,117,1.8,0,"Heroin"
"New Jersey",2008,130,2,0,"Other opioids"
"New Jersey",2008,53,0.8,0,"Methadone"
"New Jersey",2008,21,0.3,0,"Other synthetic narcotics"
"New Jersey",2008,321,4.9,0,"All Opioids"
"New Jersey",2009,19,NA,0,"Heroin"
"New Jersey",2009,16,NA,0,"Other opioids"
"New Jersey",2009,NA,NA,NA,"Methadone"
"New Jersey",2009,NA,NA,NA,"Other synthetic narcotics"
"New Jersey",2009,35,0,0,"All Opioids"
"New Jersey",2010,97,1.4,0,"Heroin"
"New Jersey",2010,178,2.6,0.1,"Other opioids"
"New Jersey",2010,48,0.7,0,"Methadone"
"New Jersey",2010,35,0.5,0,"Other synthetic narcotics"
"New Jersey",2010,358,5.2,0.1,"All Opioids"
"New Jersey",2011,135,2,0,"Heroin"
"New Jersey",2011,231,3.4,0.1,"Other opioids"
"New Jersey",2011,64,0.9,0,"Methadone"
"New Jersey",2011,34,0.5,0,"Other synthetic narcotics"
"New Jersey",2011,464,6.8,0.1,"All Opioids"
"New Jersey",2012,306,4.5,0.1,"Heroin"
"New Jersey",2012,230,3.4,0.1,"Other opioids"
"New Jersey",2012,71,1,0,"Methadone"
"New Jersey",2012,37,0.5,0,"Other synthetic narcotics"
"New Jersey",2012,644,9.4,0.2,"All Opioids"
"New Jersey",2013,394,5.7,0.1,"Heroin"
"New Jersey",2013,246,3.6,0.1,"Other opioids"
"New Jersey",2013,74,1.1,0,"Methadone"
"New Jersey",2013,60,0.9,0,"Other synthetic narcotics"
"New Jersey",2013,774,11.3,0.2,"All Opioids"
"New Jersey",2014,435,6.3,0.1,"Heroin"
"New Jersey",2014,248,3.6,0.1,"Other opioids"
"New Jersey",2014,53,0.8,0,"Methadone"
"New Jersey",2014,114,1.6,0,"Other synthetic narcotics"
"New Jersey",2014,850,12.3,0.2,"All Opioids"
"New Jersey",2015,512,7.4,0.2,"Heroin"
"New Jersey",2015,244,3.5,0.1,"Other opioids"
"New Jersey",2015,56,0.8,0,"Methadone"
"New Jersey",2015,246,3.5,0.1,"Other synthetic narcotics"
"New Jersey",2015,1058,15.2,0.4,"All Opioids"
"New Hampshire",2000,NA,NA,NA,"Heroin"
"New Hampshire",2000,NA,NA,NA,"Other opioids"
"New Hampshire",2000,NA,NA,NA,"Methadone"
"New Hampshire",2000,NA,NA,NA,"Other synthetic narcotics"
"New Hampshire",2000,0,0,0,"All Opioids"
"New Hampshire",2001,NA,NA,NA,"Heroin"
"New Hampshire",2001,18,NA,0,"Other opioids"
"New Hampshire",2001,12,NA,0,"Methadone"
"New Hampshire",2001,NA,NA,NA,"Other synthetic narcotics"
"New Hampshire",2001,30,0,0,"All Opioids"
"New Hampshire",2002,NA,NA,NA,"Heroin"
"New Hampshire",2002,18,NA,0,"Other opioids"
"New Hampshire",2002,32,3.3,0,"Methadone"
"New Hampshire",2002,NA,NA,NA,"Other synthetic narcotics"
"New Hampshire",2002,50,3.3,0,"All Opioids"
"New Hampshire",2003,NA,NA,NA,"Heroin"
"New Hampshire",2003,27,2.8,0,"Other opioids"
"New Hampshire",2003,39,4,0,"Methadone"
"New Hampshire",2003,11,NA,0,"Other synthetic narcotics"
"New Hampshire",2003,77,6.8,0,"All Opioids"
"New Hampshire",2004,NA,NA,NA,"Heroin"
"New Hampshire",2004,28,2.9,0,"Other opioids"
"New Hampshire",2004,29,3,0,"Methadone"
"New Hampshire",2004,NA,NA,NA,"Other synthetic narcotics"
"New Hampshire",2004,57,5.9,0,"All Opioids"
"New Hampshire",2005,NA,NA,NA,"Heroin"
"New Hampshire",2005,23,2.3,0,"Other opioids"
"New Hampshire",2005,51,5.1,0,"Methadone"
"New Hampshire",2005,11,NA,0,"Other synthetic narcotics"
"New Hampshire",2005,85,7.4,0,"All Opioids"
"New Hampshire",2006,NA,NA,NA,"Heroin"
"New Hampshire",2006,37,3.7,0,"Other opioids"
"New Hampshire",2006,43,4.3,0,"Methadone"
"New Hampshire",2006,15,NA,0,"Other synthetic narcotics"
"New Hampshire",2006,95,8,0,"All Opioids"
"New Hampshire",2007,NA,NA,NA,"Heroin"
"New Hampshire",2007,56,5.5,0,"Other opioids"
"New Hampshire",2007,63,6.2,0,"Methadone"
"New Hampshire",2007,16,NA,0,"Other synthetic narcotics"
"New Hampshire",2007,135,11.7,0,"All Opioids"
"New Hampshire",2008,11,NA,0,"Heroin"
"New Hampshire",2008,47,4.6,0,"Other opioids"
"New Hampshire",2008,21,2.1,0,"Methadone"
"New Hampshire",2008,13,NA,0,"Other synthetic narcotics"
"New Hampshire",2008,92,6.7,0,"All Opioids"
"New Hampshire",2009,24,2.3,0,"Heroin"
"New Hampshire",2009,46,4.5,0,"Other opioids"
"New Hampshire",2009,45,4.4,0,"Methadone"
"New Hampshire",2009,22,2.1,0,"Other synthetic narcotics"
"New Hampshire",2009,137,13.3,0,"All Opioids"
"New Hampshire",2010,13,NA,0,"Heroin"
"New Hampshire",2010,64,6.2,0,"Other opioids"
"New Hampshire",2010,32,3.1,0,"Methadone"
"New Hampshire",2010,22,2.1,0,"Other synthetic narcotics"
"New Hampshire",2010,131,11.4,0,"All Opioids"
"New Hampshire",2011,43,4.1,0,"Heroin"
"New Hampshire",2011,66,6.4,0,"Other opioids"
"New Hampshire",2011,33,3.2,0,"Methadone"
"New Hampshire",2011,28,2.7,0,"Other synthetic narcotics"
"New Hampshire",2011,170,16.4,0,"All Opioids"
"New Hampshire",2012,39,3.7,0,"Heroin"
"New Hampshire",2012,57,5.4,0,"Other opioids"
"New Hampshire",2012,27,2.6,0,"Methadone"
"New Hampshire",2012,24,2.3,0,"Other synthetic narcotics"
"New Hampshire",2012,147,14,0,"All Opioids"
"New Hampshire",2013,69,6.6,0,"Heroin"
"New Hampshire",2013,64,6.1,0,"Other opioids"
"New Hampshire",2013,14,NA,0,"Methadone"
"New Hampshire",2013,30,2.9,0,"Other synthetic narcotics"
"New Hampshire",2013,177,15.6,0,"All Opioids"
"New Hampshire",2014,100,9.4,0,"Heroin"
"New Hampshire",2014,81,7.6,0,"Other opioids"
"New Hampshire",2014,30,2.8,0,"Methadone"
"New Hampshire",2014,152,14.3,0,"Other synthetic narcotics"
"New Hampshire",2014,363,34.1,0,"All Opioids"
"New Hampshire",2015,82,7.7,0,"Heroin"
"New Hampshire",2015,62,5.8,0,"Other opioids"
"New Hampshire",2015,24,2.3,0,"Methadone"
"New Hampshire",2015,285,26.7,0.1,"Other synthetic narcotics"
"New Hampshire",2015,453,42.5,0.1,"All Opioids"
"Nevada",2000,42,2.8,0,"Heroin"
"Nevada",2000,109,7.3,0,"Other opioids"
"Nevada",2000,29,2,0,"Methadone"
"Nevada",2000,15,NA,0,"Other synthetic narcotics"
"Nevada",2000,195,12.1,0,"All Opioids"
"Nevada",2001,25,1.6,0,"Heroin"
"Nevada",2001,92,5.9,0,"Other opioids"
"Nevada",2001,51,3.3,0,"Methadone"
"Nevada",2001,23,1.5,0,"Other synthetic narcotics"
"Nevada",2001,191,12.3,0,"All Opioids"
"Nevada",2002,39,2.4,0,"Heroin"
"Nevada",2002,109,6.7,0,"Other opioids"
"Nevada",2002,58,3.6,0,"Methadone"
"Nevada",2002,26,1.6,0,"Other synthetic narcotics"
"Nevada",2002,232,14.3,0,"All Opioids"
"Nevada",2003,36,2.1,0,"Heroin"
"Nevada",2003,128,7.6,0,"Other opioids"
"Nevada",2003,54,3.2,0,"Methadone"
"Nevada",2003,18,NA,0,"Other synthetic narcotics"
"Nevada",2003,236,12.9,0,"All Opioids"
"Nevada",2004,30,1.7,0,"Heroin"
"Nevada",2004,107,6.1,0,"Other opioids"
"Nevada",2004,96,5.5,0,"Methadone"
"Nevada",2004,24,1.4,0,"Other synthetic narcotics"
"Nevada",2004,257,14.7,0,"All Opioids"
"Nevada",2005,47,2.6,0,"Heroin"
"Nevada",2005,164,9,0.1,"Other opioids"
"Nevada",2005,101,5.5,0,"Methadone"
"Nevada",2005,32,1.8,0,"Other synthetic narcotics"
"Nevada",2005,344,18.9,0.1,"All Opioids"
"Nevada",2006,37,2,0,"Heroin"
"Nevada",2006,186,9.9,0.1,"Other opioids"
"Nevada",2006,116,6.1,0,"Methadone"
"Nevada",2006,26,1.4,0,"Other synthetic narcotics"
"Nevada",2006,365,19.4,0.1,"All Opioids"
"Nevada",2007,44,2.3,0,"Heroin"
"Nevada",2007,198,10.2,0.1,"Other opioids"
"Nevada",2007,127,6.5,0,"Methadone"
"Nevada",2007,28,1.4,0,"Other synthetic narcotics"
"Nevada",2007,397,20.4,0.1,"All Opioids"
"Nevada",2008,30,1.5,0,"Heroin"
"Nevada",2008,229,11.5,0.1,"Other opioids"
"Nevada",2008,119,6,0,"Methadone"
"Nevada",2008,27,1.4,0,"Other synthetic narcotics"
"Nevada",2008,405,20.4,0.1,"All Opioids"
"Nevada",2009,22,1.1,0,"Heroin"
"Nevada",2009,275,13.6,0.1,"Other opioids"
"Nevada",2009,129,6.4,0,"Methadone"
"Nevada",2009,46,2.3,0,"Other synthetic narcotics"
"Nevada",2009,472,23.4,0.1,"All Opioids"
"Nevada",2010,19,NA,0,"Heroin"
"Nevada",2010,337,16.6,0.1,"Other opioids"
"Nevada",2010,108,5.3,0,"Methadone"
"Nevada",2010,46,2.3,0,"Other synthetic narcotics"
"Nevada",2010,510,24.2,0.1,"All Opioids"
"Nevada",2011,41,2,0,"Heroin"
"Nevada",2011,329,16,0.1,"Other opioids"
"Nevada",2011,106,5.1,0,"Methadone"
"Nevada",2011,50,2.4,0,"Other synthetic narcotics"
"Nevada",2011,526,25.5,0.1,"All Opioids"
"Nevada",2012,44,2.1,0,"Heroin"
"Nevada",2012,330,15.7,0.1,"Other opioids"
"Nevada",2012,76,3.6,0,"Methadone"
"Nevada",2012,30,1.4,0,"Other synthetic narcotics"
"Nevada",2012,480,22.8,0.1,"All Opioids"
"Nevada",2013,49,2.3,0,"Heroin"
"Nevada",2013,260,12.2,0.1,"Other opioids"
"Nevada",2013,75,3.5,0,"Methadone"
"Nevada",2013,29,1.4,0,"Other synthetic narcotics"
"Nevada",2013,413,19.4,0.1,"All Opioids"
"Nevada",2014,64,2.9,0,"Heroin"
"Nevada",2014,237,10.9,0.1,"Other opioids"
"Nevada",2014,69,3.2,0,"Methadone"
"Nevada",2014,32,1.5,0,"Other synthetic narcotics"
"Nevada",2014,402,18.5,0.1,"All Opioids"
"Nevada",2015,86,3.9,0,"Heroin"
"Nevada",2015,285,12.8,0.1,"Other opioids"
"Nevada",2015,64,2.9,0,"Methadone"
"Nevada",2015,33,1.5,0,"Other synthetic narcotics"
"Nevada",2015,468,21.1,0.1,"All Opioids"
"Nebraska",2000,NA,NA,NA,"Heroin"
"Nebraska",2000,NA,NA,NA,"Other opioids"
"Nebraska",2000,NA,NA,NA,"Methadone"
"Nebraska",2000,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2000,0,0,0,"All Opioids"
"Nebraska",2001,NA,NA,NA,"Heroin"
"Nebraska",2001,16,NA,0,"Other opioids"
"Nebraska",2001,NA,NA,NA,"Methadone"
"Nebraska",2001,10,NA,0,"Other synthetic narcotics"
"Nebraska",2001,26,0,0,"All Opioids"
"Nebraska",2002,NA,NA,NA,"Heroin"
"Nebraska",2002,11,NA,0,"Other opioids"
"Nebraska",2002,NA,NA,NA,"Methadone"
"Nebraska",2002,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2002,11,0,0,"All Opioids"
"Nebraska",2003,NA,NA,NA,"Heroin"
"Nebraska",2003,11,NA,0,"Other opioids"
"Nebraska",2003,NA,NA,NA,"Methadone"
"Nebraska",2003,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2003,11,0,0,"All Opioids"
"Nebraska",2004,NA,NA,NA,"Heroin"
"Nebraska",2004,20,1.5,0,"Other opioids"
"Nebraska",2004,NA,NA,NA,"Methadone"
"Nebraska",2004,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2004,20,1.5,0,"All Opioids"
"Nebraska",2005,NA,NA,NA,"Heroin"
"Nebraska",2005,24,1.8,0,"Other opioids"
"Nebraska",2005,12,NA,0,"Methadone"
"Nebraska",2005,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2005,36,1.8,0,"All Opioids"
"Nebraska",2006,NA,NA,NA,"Heroin"
"Nebraska",2006,18,NA,0,"Other opioids"
"Nebraska",2006,NA,NA,NA,"Methadone"
"Nebraska",2006,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2006,18,0,0,"All Opioids"
"Nebraska",2007,NA,NA,NA,"Heroin"
"Nebraska",2007,23,1.7,0,"Other opioids"
"Nebraska",2007,14,NA,0,"Methadone"
"Nebraska",2007,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2007,37,1.7,0,"All Opioids"
"Nebraska",2008,NA,NA,NA,"Heroin"
"Nebraska",2008,14,NA,0,"Other opioids"
"Nebraska",2008,10,NA,0,"Methadone"
"Nebraska",2008,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2008,24,0,0,"All Opioids"
"Nebraska",2009,NA,NA,NA,"Heroin"
"Nebraska",2009,35,2.6,0,"Other opioids"
"Nebraska",2009,20,1.5,0,"Methadone"
"Nebraska",2009,11,NA,0,"Other synthetic narcotics"
"Nebraska",2009,66,4.1,0,"All Opioids"
"Nebraska",2010,NA,NA,NA,"Heroin"
"Nebraska",2010,32,2.3,0,"Other opioids"
"Nebraska",2010,15,NA,0,"Methadone"
"Nebraska",2010,20,1.5,0,"Other synthetic narcotics"
"Nebraska",2010,67,3.8,0,"All Opioids"
"Nebraska",2011,NA,NA,NA,"Heroin"
"Nebraska",2011,33,2.4,0,"Other opioids"
"Nebraska",2011,19,NA,0,"Methadone"
"Nebraska",2011,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2011,52,2.4,0,"All Opioids"
"Nebraska",2012,NA,NA,NA,"Heroin"
"Nebraska",2012,29,2.1,0,"Other opioids"
"Nebraska",2012,21,1.5,0,"Methadone"
"Nebraska",2012,11,NA,0,"Other synthetic narcotics"
"Nebraska",2012,61,3.6,0,"All Opioids"
"Nebraska",2013,NA,NA,NA,"Heroin"
"Nebraska",2013,34,2.4,0,"Other opioids"
"Nebraska",2013,NA,NA,NA,"Methadone"
"Nebraska",2013,NA,NA,NA,"Other synthetic narcotics"
"Nebraska",2013,34,2.4,0,"All Opioids"
"Nebraska",2014,NA,NA,NA,"Heroin"
"Nebraska",2014,32,2.3,0,"Other opioids"
"Nebraska",2014,NA,NA,NA,"Methadone"
"Nebraska",2014,13,NA,0,"Other synthetic narcotics"
"Nebraska",2014,45,2.3,0,"All Opioids"
"Nebraska",2015,NA,NA,NA,"Heroin"
"Nebraska",2015,33,2.3,0,"Other opioids"
"Nebraska",2015,12,NA,0,"Methadone"
"Nebraska",2015,14,NA,0,"Other synthetic narcotics"
"Nebraska",2015,59,2.3,0,"All Opioids"
"Montana",2000,NA,NA,NA,"Heroin"
"Montana",2000,NA,NA,NA,"Other opioids"
"Montana",2000,NA,NA,NA,"Methadone"
"Montana",2000,NA,NA,NA,"Other synthetic narcotics"
"Montana",2000,0,0,0,"All Opioids"
"Montana",2001,NA,NA,NA,"Heroin"
"Montana",2001,15,NA,0,"Other opioids"
"Montana",2001,NA,NA,NA,"Methadone"
"Montana",2001,NA,NA,NA,"Other synthetic narcotics"
"Montana",2001,15,0,0,"All Opioids"
"Montana",2002,NA,NA,NA,"Heroin"
"Montana",2002,NA,NA,NA,"Other opioids"
"Montana",2002,NA,NA,NA,"Methadone"
"Montana",2002,NA,NA,NA,"Other synthetic narcotics"
"Montana",2002,0,0,0,"All Opioids"
"Montana",2003,NA,NA,NA,"Heroin"
"Montana",2003,17,NA,0,"Other opioids"
"Montana",2003,27,3.9,0,"Methadone"
"Montana",2003,NA,NA,NA,"Other synthetic narcotics"
"Montana",2003,44,3.9,0,"All Opioids"
"Montana",2004,NA,NA,NA,"Heroin"
"Montana",2004,14,NA,0,"Other opioids"
"Montana",2004,21,3,0,"Methadone"
"Montana",2004,NA,NA,NA,"Other synthetic narcotics"
"Montana",2004,35,3,0,"All Opioids"
"Montana",2005,NA,NA,NA,"Heroin"
"Montana",2005,21,2.9,0,"Other opioids"
"Montana",2005,15,NA,0,"Methadone"
"Montana",2005,NA,NA,NA,"Other synthetic narcotics"
"Montana",2005,36,2.9,0,"All Opioids"
"Montana",2006,NA,NA,NA,"Heroin"
"Montana",2006,14,NA,0,"Other opioids"
"Montana",2006,28,3.8,0,"Methadone"
"Montana",2006,NA,NA,NA,"Other synthetic narcotics"
"Montana",2006,42,3.8,0,"All Opioids"
"Montana",2007,NA,NA,NA,"Heroin"
"Montana",2007,24,3.2,0,"Other opioids"
"Montana",2007,25,3.4,0,"Methadone"
"Montana",2007,NA,NA,NA,"Other synthetic narcotics"
"Montana",2007,49,6.6,0,"All Opioids"
"Montana",2008,NA,NA,NA,"Heroin"
"Montana",2008,27,3.6,0,"Other opioids"
"Montana",2008,26,3.5,0,"Methadone"
"Montana",2008,15,NA,0,"Other synthetic narcotics"
"Montana",2008,68,7.1,0,"All Opioids"
"Montana",2009,NA,NA,NA,"Heroin"
"Montana",2009,45,5.9,0,"Other opioids"
"Montana",2009,39,5.1,0,"Methadone"
"Montana",2009,21,2.8,0,"Other synthetic narcotics"
"Montana",2009,105,13.8,0,"All Opioids"
"Montana",2010,NA,NA,NA,"Heroin"
"Montana",2010,34,4.4,0,"Other opioids"
"Montana",2010,12,NA,0,"Methadone"
"Montana",2010,NA,NA,NA,"Other synthetic narcotics"
"Montana",2010,46,4.4,0,"All Opioids"
"Montana",2011,NA,NA,NA,"Heroin"
"Montana",2011,31,4,0,"Other opioids"
"Montana",2011,19,NA,0,"Methadone"
"Montana",2011,12,NA,0,"Other synthetic narcotics"
"Montana",2011,62,4,0,"All Opioids"
"Montana",2012,NA,NA,NA,"Heroin"
"Montana",2012,27,3.4,0,"Other opioids"
"Montana",2012,13,NA,0,"Methadone"
"Montana",2012,13,NA,0,"Other synthetic narcotics"
"Montana",2012,53,3.4,0,"All Opioids"
"Montana",2013,NA,NA,NA,"Heroin"
"Montana",2013,41,5.2,0,"Other opioids"
"Montana",2013,14,NA,0,"Methadone"
"Montana",2013,NA,NA,NA,"Other synthetic narcotics"
"Montana",2013,55,5.2,0,"All Opioids"
"Montana",2014,NA,NA,NA,"Heroin"
"Montana",2014,21,2.6,0,"Other opioids"
"Montana",2014,16,NA,0,"Methadone"
"Montana",2014,14,NA,0,"Other synthetic narcotics"
"Montana",2014,51,2.6,0,"All Opioids"
"Montana",2015,NA,NA,NA,"Heroin"
"Montana",2015,27,3.3,0,"Other opioids"
"Montana",2015,NA,NA,NA,"Methadone"
"Montana",2015,NA,NA,NA,"Other synthetic narcotics"
"Montana",2015,27,3.3,0,"All Opioids"
"Missouri",2000,47,1.1,0,"Heroin"
"Missouri",2000,54,1.3,0,"Other opioids"
"Missouri",2000,14,NA,0,"Methadone"
"Missouri",2000,29,0.7,0,"Other synthetic narcotics"
"Missouri",2000,144,3.1,0,"All Opioids"
"Missouri",2001,24,0.6,0,"Heroin"
"Missouri",2001,55,1.3,0,"Other opioids"
"Missouri",2001,20,0.5,0,"Methadone"
"Missouri",2001,35,0.8,0,"Other synthetic narcotics"
"Missouri",2001,134,3.2,0,"All Opioids"
"Missouri",2002,57,1.3,0,"Heroin"
"Missouri",2002,81,1.9,0,"Other opioids"
"Missouri",2002,24,0.6,0,"Methadone"
"Missouri",2002,32,0.8,0,"Other synthetic narcotics"
"Missouri",2002,194,4.6,0,"All Opioids"
"Missouri",2003,43,1,0,"Heroin"
"Missouri",2003,139,3.2,0,"Other opioids"
"Missouri",2003,68,1.6,0,"Methadone"
"Missouri",2003,36,0.8,0,"Other synthetic narcotics"
"Missouri",2003,286,6.6,0,"All Opioids"
"Missouri",2004,58,1.3,0,"Heroin"
"Missouri",2004,134,3.1,0,"Other opioids"
"Missouri",2004,39,0.9,0,"Methadone"
"Missouri",2004,47,1.1,0,"Other synthetic narcotics"
"Missouri",2004,278,6.4,0,"All Opioids"
"Missouri",2005,53,1.2,0,"Heroin"
"Missouri",2005,140,3.2,0,"Other opioids"
"Missouri",2005,84,1.9,0,"Methadone"
"Missouri",2005,45,1,0,"Other synthetic narcotics"
"Missouri",2005,322,7.3,0,"All Opioids"
"Missouri",2006,62,1.4,0,"Heroin"
"Missouri",2006,156,3.5,0.1,"Other opioids"
"Missouri",2006,91,2.1,0,"Methadone"
"Missouri",2006,141,3.2,0,"Other synthetic narcotics"
"Missouri",2006,450,10.2,0.1,"All Opioids"
"Missouri",2007,69,1.5,0,"Heroin"
"Missouri",2007,178,4,0.1,"Other opioids"
"Missouri",2007,89,2,0,"Methadone"
"Missouri",2007,72,1.6,0,"Other synthetic narcotics"
"Missouri",2007,408,9.1,0.1,"All Opioids"
"Missouri",2008,122,2.7,0,"Heroin"
"Missouri",2008,229,5.1,0.1,"Other opioids"
"Missouri",2008,89,2,0,"Methadone"
"Missouri",2008,56,1.2,0,"Other synthetic narcotics"
"Missouri",2008,496,11,0.1,"All Opioids"
"Missouri",2009,166,3.7,0.1,"Heroin"
"Missouri",2009,196,4.3,0.1,"Other opioids"
"Missouri",2009,77,1.7,0,"Methadone"
"Missouri",2009,72,1.6,0,"Other synthetic narcotics"
"Missouri",2009,511,11.3,0.2,"All Opioids"
"Missouri",2010,184,4,0.1,"Heroin"
"Missouri",2010,249,5.5,0.1,"Other opioids"
"Missouri",2010,79,1.7,0,"Methadone"
"Missouri",2010,91,2,0,"Other synthetic narcotics"
"Missouri",2010,603,13.2,0.2,"All Opioids"
"Missouri",2011,250,5.4,0.1,"Heroin"
"Missouri",2011,230,5,0.1,"Other opioids"
"Missouri",2011,77,1.7,0,"Methadone"
"Missouri",2011,67,1.5,0,"Other synthetic narcotics"
"Missouri",2011,624,13.6,0.2,"All Opioids"
"Missouri",2012,215,4.7,0.1,"Heroin"
"Missouri",2012,203,4.4,0.1,"Other opioids"
"Missouri",2012,61,1.3,0,"Methadone"
"Missouri",2012,58,1.3,0,"Other synthetic narcotics"
"Missouri",2012,537,11.7,0.2,"All Opioids"
"Missouri",2013,261,5.6,0.1,"Heroin"
"Missouri",2013,248,5.3,0.1,"Other opioids"
"Missouri",2013,55,1.2,0,"Methadone"
"Missouri",2013,98,2.1,0,"Other synthetic narcotics"
"Missouri",2013,662,14.2,0.2,"All Opioids"
"Missouri",2014,340,7.3,0.1,"Heroin"
"Missouri",2014,241,5.2,0.1,"Other opioids"
"Missouri",2014,55,1.2,0,"Methadone"
"Missouri",2014,116,2.5,0,"Other synthetic narcotics"
"Missouri",2014,752,16.2,0.2,"All Opioids"
"Missouri",2015,307,6.5,0.1,"Heroin"
"Missouri",2015,245,5.2,0.1,"Other opioids"
"Missouri",2015,60,1.3,0,"Methadone"
"Missouri",2015,191,4.1,0.1,"Other synthetic narcotics"
"Missouri",2015,803,17.1,0.3,"All Opioids"
"Mississippi",2000,NA,NA,NA,"Heroin"
"Mississippi",2000,NA,NA,NA,"Other opioids"
"Mississippi",2000,NA,NA,NA,"Methadone"
"Mississippi",2000,NA,NA,NA,"Other synthetic narcotics"
"Mississippi",2000,0,0,0,"All Opioids"
"Mississippi",2001,NA,NA,NA,"Heroin"
"Mississippi",2001,15,NA,0,"Other opioids"
"Mississippi",2001,NA,NA,NA,"Methadone"
"Mississippi",2001,NA,NA,NA,"Other synthetic narcotics"
"Mississippi",2001,15,0,0,"All Opioids"
"Mississippi",2002,NA,NA,NA,"Heroin"
"Mississippi",2002,16,NA,0,"Other opioids"
"Mississippi",2002,NA,NA,NA,"Methadone"
"Mississippi",2002,NA,NA,NA,"Other synthetic narcotics"
"Mississippi",2002,16,0,0,"All Opioids"
